,speaker,session,mic,prompt_id,has_spect,spect_width,spect_height,prompt,url,filepath,googletranslate
892,F03,Session2,wav_arrayMic,0058,yes,150,513,"If you are losing water, replace it immediately.",https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0058.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0058.wav,if you're losing water replace it immediately
4739,M03,Session2,wav_arrayMic,0352,yes,94,513,him,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0352.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0352.wav,him
3260,M02,Session1,wav_headMic,0098,yes,288,513,"A long, flowing beard clings to his chin, ",https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_headMic/0098.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_headMic/0098.wav,how long for all living things 2 words
564,F03,Session1,wav_arrayMic,0093,yes,38,513,car,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_arrayMic/0093.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_arrayMic/0093.wav,
1608,F03,Session3,wav_arrayMic,0126,yes,61,513,in,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_arrayMic/0126.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_arrayMic/0126.wav,
545,F03,Session1,wav_arrayMic,0074,yes,38,513,dark,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_arrayMic/0074.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_arrayMic/0074.wav,
144,F01,Session1,wav_arrayMic,0011,yes,24,513,meat,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F01/Session1/wav_arrayMic/0011.wav,/home/jovyan/work/data/TORGO/F01/Session1/wav_arrayMic/0011.wav,
21,F01,Session1,wav_headMic,0022,yes,156,513,You wished to know all about my grandfather.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F01/Session1/wav_headMic/0022.wav,/home/jovyan/work/data/TORGO/F01/Session1/wav_headMic/0022.wav,with no money
4314,M03,Session2,wav_headMic,0343,yes,71,513,seeds,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0343.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0343.wav,seeds
1058,F03,Session2,wav_arrayMic,0232,yes,38,513,None,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0232.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0232.wav,
4597,M03,Session2,wav_arrayMic,0206,yes,61,513,menu,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0206.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0206.wav,menu
1381,F03,Session3,wav_headMic,0112,yes,55,513,cash,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_headMic/0112.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_headMic/0112.wav,trash
5627,M05,Session1,wav_headMic,0100,yes,104,513,raid,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session1/wav_headMic/0100.wav,/home/jovyan/work/data/TORGO/M05/Session1/wav_headMic/0100.wav,laid
6166,M05,Session2,wav_headMic,0381,yes,254,513,Although always again again,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0381.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0381.wav,Aloha always
2096,F04,Session2,wav_headMic,0205,yes,59,513,park,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_headMic/0205.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_headMic/0205.wav,Park
5208,M04,Session2,wav_headMic,0274,yes,319,513,The islands are sparsely populated.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_headMic/0274.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_headMic/0274.wav,the island Gatlinburg
3099,M01,Session2_3,wav_arrayMic,0224,yes,52,513,top,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0224.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0224.wav,
906,F03,Session2,wav_arrayMic,0072,yes,132,513,We rode horseback to the farm.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0072.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0072.wav,wheelhouse request back to the farm
5859,M05,Session2,wav_headMic,0074,yes,113,513,write,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0074.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0074.wav,right
3967,M02,Session2,wav_arrayMic,0236,yes,146,513,chip,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_arrayMic/0236.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_arrayMic/0236.wav,pair
5137,M04,Session2,wav_headMic,0203,yes,92,513,prior,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_headMic/0203.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_headMic/0203.wav,brighter
2732,M01,Session2_3,wav_headMic,0143,yes,56,513,toot,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_headMic/0143.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_headMic/0143.wav,dude
3924,M02,Session2,wav_arrayMic,0190,yes,211,513,Alfalfa is healthy for you.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_arrayMic/0190.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_arrayMic/0190.wav,I forgot how good are you
4189,M03,Session2,wav_headMic,0218,yes,151,513,I tried to tell people in the community.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0218.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0218.wav,I tried to tell people in the community
5296,M04,Session2,wav_arrayMic,0063,yes,51,513,for,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_arrayMic/0063.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_arrayMic/0063.wav,
1583,F03,Session3,wav_arrayMic,0101,yes,108,513,I've kept it with me ever since.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_arrayMic/0101.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_arrayMic/0101.wav,I've kept it with me Albertsons
2322,F04,Session2,wav_arrayMic,0182,yes,104,513,foxtrot,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_arrayMic/0182.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_arrayMic/0182.wav,foxtrot
1711,F04,Session1,wav_arrayMic,0019,yes,47,513,rage,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session1/wav_arrayMic/0019.wav,/home/jovyan/work/data/TORGO/F04/Session1/wav_arrayMic/0019.wav,rage
626,F03,Session1,wav_arrayMic,0155,yes,43,513,prior,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_arrayMic/0155.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_arrayMic/0155.wav,
2410,M01,Session1,wav_headMic,0020,no,None,None,horn,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session1/wav_headMic/0020.wav,/home/jovyan/work/data/TORGO/M01/Session1/wav_headMic/0020.wav,Orange
2727,M01,Session2_3,wav_headMic,0138,yes,41,513,pad,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_headMic/0138.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_headMic/0138.wav,
404,F03,Session1,wav_headMic,0137,yes,30,513,suit,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_headMic/0137.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_headMic/0137.wav,
5551,M05,Session1,wav_headMic,0024,yes,97,513,dagger,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session1/wav_headMic/0024.wav,/home/jovyan/work/data/TORGO/M05/Session1/wav_headMic/0024.wav,dying
6154,M05,Session2,wav_headMic,0369,yes,279,513,I'm willing to experiment for the first time.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0369.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0369.wav,I'm winning. Human for their first time
1104,F03,Session2,wav_arrayMic,0279,yes,33,513,None,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0279.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0279.wav,show
6165,M05,Session2,wav_headMic,0380,yes,65,513,dead,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0380.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0380.wav,dead
89,F01,Session1,wav_headMic,0090,yes,64,513,trouble,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F01/Session1/wav_headMic/0090.wav,/home/jovyan/work/data/TORGO/F01/Session1/wav_headMic/0090.wav,crumble
1528,F03,Session3,wav_arrayMic,0046,yes,71,513,nice,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_arrayMic/0046.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_arrayMic/0046.wav,
3494,M02,Session1,wav_arrayMic,0092,yes,361,513,Twice each day he plays skillfully and with zest upon our small organ.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_arrayMic/0092.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_arrayMic/0092.wav,Crazy Train Your Dragon Skin and lips are small organ
1203,F03,Session2,wav_arrayMic,0378,yes,29,513,None,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0378.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0378.wav,cheap
1445,F03,Session3,wav_headMic,0176,yes,51,513,select,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_headMic/0176.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_headMic/0176.wav,slept
5936,M05,Session2,wav_headMic,0151,yes,234,513,He wrapped the package hastily.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0151.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0151.wav,Hugh at the package history
838,F03,Session2,wav_arrayMic,0004,yes,122,513,droop,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0004.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0004.wav,tupe
1061,F03,Session2,wav_arrayMic,0235,yes,66,513,None,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0235.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0235.wav,this is a good place I was small
1334,F03,Session3,wav_headMic,0065,yes,82,513,There was only one decision to be made.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_headMic/0065.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_headMic/0065.wav,there was only one decision to be made
4174,M03,Session2,wav_headMic,0203,yes,66,513,snoop,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0203.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0203.wav,Snoop
814,F03,Session2,wav_headMic,0140,yes,55,513,hitting,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_headMic/0140.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_headMic/0140.wav,heaven
3128,M01,Session2_3,wav_arrayMic,0253,yes,52,513,pitting,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0253.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0253.wav,.
3455,M02,Session1,wav_arrayMic,0053,yes,71,513,stubble,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_arrayMic/0053.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_arrayMic/0053.wav,dog bone
2705,M01,Session2_3,wav_headMic,0116,yes,59,513,near,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_headMic/0116.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_headMic/0116.wav,near
5075,M04,Session2,wav_headMic,0141,yes,89,513,bear,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_headMic/0141.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_headMic/0141.wav,bear
1273,F03,Session3,wav_headMic,0004,yes,59,513,rock,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_headMic/0004.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_headMic/0004.wav,Rock
3889,M02,Session2,wav_arrayMic,0154,yes,385,513,relax,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_arrayMic/0154.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_arrayMic/0154.wav,who are you live
1249,F03,Session2,wav_arrayMic,0424,yes,94,513,None,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0424.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0424.wav,respect the places where felons will be welcomed
4144,M03,Session2,wav_headMic,0173,yes,74,513,ate,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0173.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0173.wav,8
751,F03,Session2,wav_headMic,0076,yes,63,513,park,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_headMic/0076.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_headMic/0076.wav,Park
5970,M05,Session2,wav_headMic,0185,yes,89,513,hum,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0185.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0185.wav,
5715,M05,Session1,wav_arrayMic,0059,yes,83,513,range,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session1/wav_arrayMic/0059.wav,/home/jovyan/work/data/TORGO/M05/Session1/wav_arrayMic/0059.wav,Minge
5205,M04,Session2,wav_headMic,0271,yes,93,513,tile,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_headMic/0271.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_headMic/0271.wav,
3444,M02,Session1,wav_arrayMic,0042,yes,43,513,tip,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_arrayMic/0042.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_arrayMic/0042.wav,true that
901,F03,Session2,wav_arrayMic,0067,yes,94,513,spain,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0067.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0067.wav,Prairie
2793,M01,Session2_3,wav_headMic,0204,yes,89,513,thorn,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_headMic/0204.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_headMic/0204.wav,
2990,M01,Session2_3,wav_arrayMic,0115,yes,174,513,Will Robin wear a yellow lily? ,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0115.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0115.wav,where are you where are you
5292,M04,Session2,wav_arrayMic,0059,yes,54,513,chair,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_arrayMic/0059.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_arrayMic/0059.wav,sure
2960,M01,Session2_3,wav_arrayMic,0085,yes,113,513,here,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0085.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0085.wav,ear
3885,M02,Session2,wav_arrayMic,0150,yes,94,513,kitten,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_arrayMic/0150.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_arrayMic/0150.wav,
84,F01,Session1,wav_headMic,0085,yes,50,513,sip,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F01/Session1/wav_headMic/0085.wav,/home/jovyan/work/data/TORGO/F01/Session1/wav_headMic/0085.wav,skip
5440,M04,Session2,wav_arrayMic,0209,yes,51,513,mut,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_arrayMic/0209.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_arrayMic/0209.wav,mutt
5951,M05,Session2,wav_headMic,0166,yes,165,513,foxtrot,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0166.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0166.wav,go fuc
5827,M05,Session2,wav_headMic,0042,yes,434,513,Mother sews yellow gingham aprons.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0042.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0042.wav,yellow
3344,M02,Session1,wav_headMic,0182,yes,82,513,galore,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_headMic/0182.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_headMic/0182.wav,Allure
4564,M03,Session2,wav_arrayMic,0173,yes,85,513,ate,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0173.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0173.wav,8
1314,F03,Session3,wav_headMic,0045,yes,52,513,fed,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_headMic/0045.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_headMic/0045.wav,Pratt
1200,F03,Session2,wav_arrayMic,0375,yes,66,513,None,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0375.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0375.wav,only one decision to be made
805,F03,Session2,wav_headMic,0131,yes,200,513,The dolphins swam around our boat.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_headMic/0131.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_headMic/0131.wav,dolphin swam around Airport
1951,F04,Session2,wav_headMic,0060,yes,57,513,yes,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_headMic/0060.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_headMic/0060.wav,yes
5904,M05,Session2,wav_headMic,0119,yes,65,513,slip,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0119.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0119.wav,Hewitt
4018,M03,Session2,wav_headMic,0047,yes,83,513,dark,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0047.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0047.wav,dark
4640,M03,Session2,wav_arrayMic,0250,yes,160,513,Two other cases also were under advisement. ,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0250.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0250.wav,two other cases also wear under advisement
2943,M01,Session2_3,wav_arrayMic,0068,yes,71,513,boot,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0068.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0068.wav,
2724,M01,Session2_3,wav_headMic,0135,yes,50,513,white,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_headMic/0135.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_headMic/0135.wav,Hawaii
2797,M01,Session2_3,wav_headMic,0208,yes,182,513,"She wore warm, fleecy, woolen overalls.",https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_headMic/0208.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_headMic/0208.wav,you are a warm CD winning
178,F01,Session1,wav_arrayMic,0045,yes,47,513,bit,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F01/Session1/wav_arrayMic/0045.wav,/home/jovyan/work/data/TORGO/F01/Session1/wav_arrayMic/0045.wav,
645,F03,Session1,wav_arrayMic,0174,yes,122,513,Why yell or worry over silly items?,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_arrayMic/0174.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_arrayMic/0174.wav,why y'all worried over silly items
873,F03,Session2,wav_arrayMic,0039,yes,47,513,hate,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0039.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0039.wav,hate
4705,M03,Session2,wav_arrayMic,0318,yes,155,513,The box contained three sweaters.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0318.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0318.wav,the Box contained three sweaters
1039,F03,Session2,wav_arrayMic,0211,yes,38,513,None,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0211.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0211.wav,
2213,F04,Session2,wav_arrayMic,0073,yes,122,513,and,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_arrayMic/0073.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_arrayMic/0073.wav,and
5611,M05,Session1,wav_headMic,0084,yes,91,513,knew,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session1/wav_headMic/0084.wav,/home/jovyan/work/data/TORGO/M05/Session1/wav_headMic/0084.wav,Moon
4605,M03,Session2,wav_arrayMic,0214,yes,90,513,here,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0214.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0214.wav,here
2867,M01,Session2_3,wav_headMic,0279,yes,74,513,league,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_headMic/0279.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_headMic/0279.wav,
807,F03,Session2,wav_headMic,0133,yes,300,513,It eventually became a rather proud claim.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_headMic/0133.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_headMic/0133.wav,it eventually became
4604,M03,Session2,wav_arrayMic,0213,yes,118,513,She is thinner than I am. ,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0213.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0213.wav,she is thinner than I am
639,F03,Session1,wav_arrayMic,0168,yes,80,513,Their house is grey and white.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_arrayMic/0168.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_arrayMic/0168.wav,your house is gray and white
1600,F03,Session3,wav_arrayMic,0118,yes,132,513,He is definitely a notch above us.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_arrayMic/0118.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_arrayMic/0118.wav,you Stephanie only in natural Brothers
4317,M03,Session2,wav_headMic,0346,yes,186,513,Nothing has been done yet to take advantage of the enabling legislation.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0346.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0346.wav,nothing has been done yet to take advantage of the enabling legislation
2027,F04,Session2,wav_headMic,0136,yes,110,513,nine,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_headMic/0136.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_headMic/0136.wav,9
4387,M03,Session2,wav_headMic,0416,yes,76,513,tango,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0416.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0416.wav,Tango
3281,M02,Session1,wav_headMic,0119,yes,54,513,two,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_headMic/0119.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_headMic/0119.wav,true
3551,M02,Session1,wav_arrayMic,0149,yes,43,513,shoot,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_arrayMic/0149.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_arrayMic/0149.wav,shoot
10,F01,Session1,wav_headMic,0011,yes,50,513,meat,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F01/Session1/wav_headMic/0011.wav,/home/jovyan/work/data/TORGO/F01/Session1/wav_headMic/0011.wav,
2259,F04,Session2,wav_arrayMic,0119,yes,249,513,Nothing has been done yet to take advantage of the enabling legislation.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_arrayMic/0119.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_arrayMic/0119.wav,nothing has been done yet to take advantage of the enabling legislation
1668,F03,Session3,wav_arrayMic,0188,yes,99,513,He wrapped the package hastily.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_arrayMic/0188.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_arrayMic/0188.wav,grab the package history
6066,M05,Session2,wav_headMic,0281,yes,83,513,and,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0281.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0281.wav,
2350,F04,Session2,wav_arrayMic,0210,yes,75,513,shell,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_arrayMic/0210.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_arrayMic/0210.wav,shell
2066,F04,Session2,wav_headMic,0175,yes,66,513,sigh,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_headMic/0175.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_headMic/0175.wav,Psy
5464,M04,Session2,wav_arrayMic,0233,yes,58,513,bat,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_arrayMic/0233.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_arrayMic/0233.wav,
2747,M01,Session2_3,wav_headMic,0158,yes,54,513,barn,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_headMic/0158.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_headMic/0158.wav,born
4270,M03,Session2,wav_headMic,0299,yes,81,513,cart,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0299.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0299.wav,heart
