,speaker,session,mic,prompt_id,has_spect,spect_width,spect_height,prompt,url,filepath,awstranslate
108,F01,Session1,wav_headMic,0109,yes,52,513,born,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F01/Session1/wav_headMic/0109.wav,/home/jovyan/work/data/TORGO/F01/Session1/wav_headMic/0109.wav,Born.
1622,F03,Session3,wav_arrayMic,0140,yes,61,513,whisky,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_arrayMic/0140.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_arrayMic/0140.wav,
954,F03,Session2,wav_arrayMic,0124,yes,85,513,spit,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0124.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0124.wav,But
5069,M04,Session2,wav_headMic,0135,yes,99,513,though,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_headMic/0135.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_headMic/0135.wav,Though.
227,F01,Session1,wav_arrayMic,0094,yes,52,513,slip,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F01/Session1/wav_arrayMic/0094.wav,/home/jovyan/work/data/TORGO/F01/Session1/wav_arrayMic/0094.wav,For.
910,F03,Session2,wav_arrayMic,0076,yes,61,513,park,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0076.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0076.wav,Broke.
4240,M03,Session2,wav_headMic,0269,yes,74,513,brought,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0269.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0269.wav,Brought.
2511,M01,Session1,wav_arrayMic,0021,yes,132,513,bat,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session1/wav_arrayMic/0021.wav,/home/jovyan/work/data/TORGO/M01/Session1/wav_arrayMic/0021.wav,Uh
2275,F04,Session2,wav_arrayMic,0135,yes,122,513,tell,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_arrayMic/0135.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_arrayMic/0135.wav,Hello.
1909,F04,Session2,wav_headMic,0018,yes,63,513,snoop,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_headMic/0018.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_headMic/0018.wav,Snoop.
3248,M02,Session1,wav_headMic,0086,yes,61,513,glow,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_headMic/0086.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_headMic/0086.wav,Go.
5825,M05,Session2,wav_headMic,0040,yes,95,513,sprinkle,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0040.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0040.wav,Brewing good.
3156,M01,Session2_3,wav_arrayMic,0281,yes,52,513,pit,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0281.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0281.wav,Grant.
3667,M02,Session2,wav_headMic,0098,yes,298,513,Aluminum silverware can often be flimsy.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_headMic/0098.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_headMic/0098.wav,I love you were
5164,M04,Session2,wav_headMic,0230,yes,91,513,cycle,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_headMic/0230.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_headMic/0230.wav,Flight go.
3753,M02,Session2,wav_headMic,0184,yes,91,513,zero,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_headMic/0184.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_headMic/0184.wav,
2452,M01,Session1,wav_headMic,0062,no,None,None,slip,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session1/wav_headMic/0062.wav,/home/jovyan/work/data/TORGO/M01/Session1/wav_headMic/0062.wav,No.
2101,F04,Session2,wav_headMic,0210,yes,61,513,shell,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_headMic/0210.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_headMic/0210.wav,Show.
3192,M02,Session1,wav_headMic,0030,yes,78,513,torn,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_headMic/0030.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_headMic/0030.wav,Tone.
2324,F04,Session2,wav_arrayMic,0184,yes,132,513,leak,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_arrayMic/0184.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_arrayMic/0184.wav,Leak.
2943,M01,Session2_3,wav_arrayMic,0068,yes,71,513,boot,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0068.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0068.wav,Brute.
3322,M02,Session1,wav_headMic,0160,yes,86,513,sprinkle,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_headMic/0160.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_headMic/0160.wav,Go.
6053,M05,Session2,wav_headMic,0268,yes,73,513,pit,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0268.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0268.wav,Pity.
1638,F03,Session3,wav_arrayMic,0156,yes,66,513,lend,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_arrayMic/0156.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_arrayMic/0156.wav,Blend.
17,F01,Session1,wav_headMic,0018,yes,65,513,no,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F01/Session1/wav_headMic/0018.wav,/home/jovyan/work/data/TORGO/F01/Session1/wav_headMic/0018.wav,No.
3649,M02,Session2,wav_headMic,0080,yes,98,513,air,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_headMic/0080.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_headMic/0080.wav,Huh?
661,F03,Session1,wav_arrayMic,0190,yes,90,513,We gathered shells on the beach.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_arrayMic/0190.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_arrayMic/0190.wav,We gather shells on the beach.
5750,M05,Session1,wav_arrayMic,0094,yes,179,513,"but he always answers, ""Banana oil!"" ",https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session1/wav_arrayMic/0094.wav,/home/jovyan/work/data/TORGO/M05/Session1/wav_arrayMic/0094.wav,"Both are, you know."
5346,M04,Session2,wav_arrayMic,0113,yes,47,513,knee,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_arrayMic/0113.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_arrayMic/0113.wav,
4183,M03,Session2,wav_headMic,0212,yes,72,513,group,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0212.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0212.wav,Group.
3479,M02,Session1,wav_arrayMic,0077,yes,47,513,range,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_arrayMic/0077.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_arrayMic/0077.wav,Really?
2222,F04,Session2,wav_arrayMic,0082,yes,108,513,sell,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_arrayMic/0082.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_arrayMic/0082.wav,So.
5518,M04,Session2,wav_arrayMic,0289,yes,161,513,pitting,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_arrayMic/0289.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_arrayMic/0289.wav,
2615,M01,Session2_3,wav_headMic,0025,yes,47,513,wish,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_headMic/0025.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_headMic/0025.wav,Ways.
1799,F04,Session1,wav_arrayMic,0107,yes,80,513,stick,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session1/wav_arrayMic/0107.wav,/home/jovyan/work/data/TORGO/F04/Session1/wav_arrayMic/0107.wav,Stick.
4267,M03,Session2,wav_headMic,0296,yes,78,513,at,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0296.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0296.wav,At
1394,F03,Session3,wav_headMic,0125,yes,65,513,bitten,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_headMic/0125.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_headMic/0125.wav,Britain.
3916,M02,Session2,wav_arrayMic,0182,yes,118,513,dart,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_arrayMic/0182.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_arrayMic/0182.wav,Donner.
4344,M03,Session2,wav_headMic,0373,yes,116,513,Carl lives in a lovely home,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0373.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0373.wav,Car lives in a lovely home.
242,F01,Session1,wav_arrayMic,0109,yes,47,513,born,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F01/Session1/wav_arrayMic/0109.wav,/home/jovyan/work/data/TORGO/F01/Session1/wav_arrayMic/0109.wav,More.
959,F03,Session2,wav_arrayMic,0129,yes,47,513,dark,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0129.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0129.wav,Dark.
4986,M04,Session2,wav_headMic,0052,yes,214,513,usually minus several buttons; ,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_headMic/0052.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_headMic/0052.wav,"You. Film, but"
2908,M01,Session2_3,wav_arrayMic,0032,yes,94,513,pot,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0032.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0032.wav,Bored.
3028,M01,Session2_3,wav_arrayMic,0153,yes,52,513,dot,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0153.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0153.wav,Uh
2582,M01,Session1,wav_arrayMic,0092,yes,333,513,"We have often urged him to walk more and smoke less, ",https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session1/wav_arrayMic/0092.wav,/home/jovyan/work/data/TORGO/M01/Session1/wav_arrayMic/0092.wav,Wait and they will grow more book.
3771,M02,Session2,wav_headMic,0202,yes,498,513,He further proposed grants of an unspecified sum for experimental hospitals.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_headMic/0202.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_headMic/0202.wav,You fill your ten grand on the boil for their hot little eyes.
3892,M02,Session2,wav_arrayMic,0157,yes,104,513,leak,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_arrayMic/0157.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_arrayMic/0157.wav,They?
3762,M02,Session2,wav_headMic,0193,yes,215,513,Swing your arm as high as you can.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_headMic/0193.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_headMic/0193.wav,You know how you can.
5299,M04,Session2,wav_arrayMic,0066,yes,51,513,beat,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_arrayMic/0066.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_arrayMic/0066.wav,Big.
245,F01,Session1,wav_arrayMic,0112,yes,52,513,right,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F01/Session1/wav_arrayMic/0112.wav,/home/jovyan/work/data/TORGO/F01/Session1/wav_arrayMic/0112.wav,Right?
2575,M01,Session1,wav_arrayMic,0085,yes,108,513,ship,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session1/wav_arrayMic/0085.wav,/home/jovyan/work/data/TORGO/M01/Session1/wav_arrayMic/0085.wav,
1253,F03,Session2,wav_arrayMic,0428,yes,43,513,None,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0428.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0428.wav,Good.
1521,F03,Session3,wav_arrayMic,0039,yes,75,513,spit,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_arrayMic/0039.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_arrayMic/0039.wav,Right?
4040,M03,Session2,wav_headMic,0069,yes,113,513,form,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0069.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0069.wav,Form.
2707,M01,Session2_3,wav_headMic,0118,yes,51,513,mut,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_headMic/0118.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_headMic/0118.wav,My
24,F01,Session1,wav_headMic,0025,yes,73,513,feet,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F01/Session1/wav_headMic/0025.wav,/home/jovyan/work/data/TORGO/F01/Session1/wav_headMic/0025.wav,
4804,M03,Session2,wav_arrayMic,0417,yes,85,513,bread,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0417.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0417.wav,Bread.
4415,M03,Session2,wav_arrayMic,0023,yes,75,513,knew,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0023.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0023.wav,New.
5891,M05,Session2,wav_headMic,0106,yes,85,513,though,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0106.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0106.wav,No.
4571,M03,Session2,wav_arrayMic,0180,yes,113,513,delta,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0180.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0180.wav,Delta.
2651,M01,Session2_3,wav_headMic,0062,yes,43,513,sigh,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_headMic/0062.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_headMic/0062.wav,Yeah.
4945,M04,Session2,wav_headMic,0011,yes,74,513,right,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_headMic/0011.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_headMic/0011.wav,Right?
16,F01,Session1,wav_headMic,0017,yes,76,513,double,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F01/Session1/wav_headMic/0017.wav,/home/jovyan/work/data/TORGO/F01/Session1/wav_headMic/0017.wav,Gobble.
808,F03,Session2,wav_headMic,0134,yes,78,513,mitten,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_headMic/0134.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_headMic/0134.wav,Mention.
5694,M05,Session1,wav_arrayMic,0037,yes,95,513,chair,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session1/wav_arrayMic/0037.wav,/home/jovyan/work/data/TORGO/M05/Session1/wav_arrayMic/0037.wav,
3663,M02,Session2,wav_headMic,0094,yes,120,513,pat,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_headMic/0094.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_headMic/0094.wav,Power.
2720,M01,Session2_3,wav_headMic,0131,yes,49,513,rocks,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_headMic/0131.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_headMic/0131.wav,Rock.
2385,F04,Session2,wav_arrayMic,0245,yes,94,513,nut,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_arrayMic/0245.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_arrayMic/0245.wav,Not.
3434,M02,Session1,wav_arrayMic,0032,yes,57,513,swarm,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_arrayMic/0032.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_arrayMic/0032.wav,War.
2003,F04,Session2,wav_headMic,0112,yes,84,513,pitting,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_headMic/0112.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_headMic/0112.wav,Putting.
3338,M02,Session1,wav_headMic,0176,yes,173,513,Will Robin wear a yellow lily? ,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_headMic/0176.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_headMic/0176.wav,"Well, Robin, where you're the very"
3351,M02,Session1,wav_headMic,0189,yes,72,513,light,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_headMic/0189.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_headMic/0189.wav,Love.
4552,M03,Session2,wav_arrayMic,0161,yes,90,513,bad,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0161.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0161.wav,Bad.
1920,F04,Session2,wav_headMic,0029,yes,94,513,gnaw,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_headMic/0029.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_headMic/0029.wav,No.
4509,M03,Session2,wav_arrayMic,0118,yes,183,513,giving those who observe him a pronounced feeling of the utmost respect.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0118.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0118.wav,Giving those who observe him a pronounced feeling of the utmost respect.
5391,M04,Session2,wav_arrayMic,0159,yes,70,513,pad,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_arrayMic/0159.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_arrayMic/0159.wav,That.
1842,F04,Session1,wav_arrayMic,0150,yes,113,513,Where were you while we were away? ,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session1/wav_arrayMic/0150.wav,/home/jovyan/work/data/TORGO/F04/Session1/wav_arrayMic/0150.wav,Where were you while we were away?
5087,M04,Session2,wav_headMic,0153,yes,375,513,One validated acts of school districts. ,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_headMic/0153.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_headMic/0153.wav,"When did you, uh? True."
1865,F04,Session1,wav_arrayMic,0173,yes,38,513,of,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session1/wav_arrayMic/0173.wav,/home/jovyan/work/data/TORGO/F04/Session1/wav_arrayMic/0173.wav,Of
4569,M03,Session2,wav_arrayMic,0178,yes,94,513,ate,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0178.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0178.wav,Eight.
966,F03,Session2,wav_arrayMic,0136,yes,52,513,pit,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0136.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0136.wav,Could.
4251,M03,Session2,wav_headMic,0280,yes,94,513,spit,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0280.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0280.wav,Spit.
1291,F03,Session3,wav_headMic,0022,yes,126,513,She doesn't like it to have,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_headMic/0022.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_headMic/0022.wav,She doesn't like it to have.
84,F01,Session1,wav_headMic,0085,yes,50,513,sip,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F01/Session1/wav_headMic/0085.wav,/home/jovyan/work/data/TORGO/F01/Session1/wav_headMic/0085.wav,So.
5745,M05,Session1,wav_arrayMic,0089,yes,379,513,"he dresses himself in an ancient black frock coat, ",https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session1/wav_arrayMic/0089.wav,/home/jovyan/work/data/TORGO/M05/Session1/wav_arrayMic/0089.wav,He used to.
3060,M01,Session2_3,wav_arrayMic,0185,yes,202,513,The misguided souls have lost their way.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0185.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0185.wav,Maybe I know I do it.
2876,M01,Session2_3,wav_headMic,0287,yes,70,513,ticker,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_headMic/0287.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_headMic/0287.wav,Dig.
5186,M04,Session2,wav_headMic,0252,yes,70,513,dot,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_headMic/0252.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_headMic/0252.wav,God.
207,F01,Session1,wav_arrayMic,0074,yes,52,513,bubble,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F01/Session1/wav_arrayMic/0074.wav,/home/jovyan/work/data/TORGO/F01/Session1/wav_arrayMic/0074.wav,No.
2508,M01,Session1,wav_arrayMic,0018,yes,296,513,"Well, he is nearly ninety-three years old; ",https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session1/wav_arrayMic/0018.wav,/home/jovyan/work/data/TORGO/M01/Session1/wav_arrayMic/0018.wav,"Well, a merry main."
3895,M02,Session2,wav_arrayMic,0160,yes,240,513,I have had my bell rung.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_arrayMic/0160.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_arrayMic/0160.wav,I have had. Really?
5421,M04,Session2,wav_arrayMic,0190,yes,291,513,Where were you while we were away? ,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_arrayMic/0190.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_arrayMic/0190.wav,Well. You wait.
4757,M03,Session2,wav_arrayMic,0370,yes,85,513,much,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0370.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0370.wav,Much.
2038,F04,Session2,wav_headMic,0147,yes,190,513,It eventually became a rather proud claim.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_headMic/0147.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_headMic/0147.wav,It eventually became a rather proud claim.
4664,M03,Session2,wav_arrayMic,0277,yes,169,513,This is not a program of socialized medicine.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0277.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0277.wav,This is not a program of socialized medicine.
4973,M04,Session2,wav_headMic,0039,yes,215,513,I can,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_headMic/0039.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_headMic/0039.wav,I can.
2884,M01,Session2_3,wav_arrayMic,0008,yes,75,513,grow,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0008.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0008.wav,Girl.
5484,M04,Session2,wav_arrayMic,0253,yes,172,513,This was easy for us. ,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_arrayMic/0253.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_arrayMic/0253.wav,This way. No.
3784,M02,Session2,wav_headMic,0215,yes,105,513,witch,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_headMic/0215.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_headMic/0215.wav,Right?
4089,M03,Session2,wav_headMic,0118,yes,168,513,giving those who observe him a pronounced feeling of the utmost respect.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0118.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0118.wav,Giving those who observe him a pronounced feeling of the utmost respect.
3009,M01,Session2_3,wav_arrayMic,0134,yes,85,513,coupe,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0134.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0134.wav,Clean.
1987,F04,Session2,wav_headMic,0096,yes,175,513,I expect we'll bounce back this week.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_headMic/0096.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_headMic/0096.wav,I expect will bounce back this week.
3509,M02,Session1,wav_arrayMic,0107,yes,57,513,rage,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_arrayMic/0107.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_arrayMic/0107.wav,Really?
2060,F04,Session2,wav_headMic,0169,yes,49,513,lima,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_headMic/0169.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_headMic/0169.wav,Lima.
853,F03,Session2,wav_arrayMic,0019,yes,47,513,floor,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0019.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0019.wav,War.
1058,F03,Session2,wav_arrayMic,0232,yes,38,513,None,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0232.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0232.wav,Shit.
3855,M02,Session2,wav_arrayMic,0119,yes,277,513,The misguided souls have lost their way.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_arrayMic/0119.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_arrayMic/0119.wav,Go on. So lost? No. Where?
5219,M04,Session2,wav_headMic,0285,yes,479,513,I expect we'll bounce back this week.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_headMic/0285.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_headMic/0285.wav,I didn't. I bet way we're building. Done. And did we?
